,col,high,low
17Networks_RH_ContC_pCun_2,17Networks_RH_ContC_pCun_2,2.3453012765,0.6587630927500003
17Networks_RH_ContC_Cingp_1,17Networks_RH_ContC_Cingp_1,2.2993261357500003,0.23438411324999975
17Networks_RH_DefaultA_IPL_1,17Networks_RH_DefaultA_IPL_1,1.9677380889999991,0.5556254762500008
17Networks_RH_DefaultA_PFCd_1,17Networks_RH_DefaultA_PFCd_1,2.18911903575,0.5940224959999998
17Networks_RH_DefaultA_pCunPCC_1,17Networks_RH_DefaultA_pCunPCC_1,2.3484305805000005,0.7818378429999997
17Networks_RH_DefaultA_PFCm_1,17Networks_RH_DefaultA_PFCm_1,1.8722951127500005,0.6802875739999996
17Networks_RH_DefaultA_PFCm_2,17Networks_RH_DefaultA_PFCm_2,1.62284115375,0.2508657780000001
17Networks_RH_DefaultA_PFCm_3,17Networks_RH_DefaultA_PFCm_3,1.8118061242499996,0.3637601367500003
17Networks_RH_DefaultB_Temp_1,17Networks_RH_DefaultB_Temp_1,1.9527597867499997,0.5521426685000002
17Networks_RH_DefaultB_AntTemp_1,17Networks_RH_DefaultB_AntTemp_1,1.5002540599999998,0.3255862632500002
17Networks_RH_DefaultB_PFCd_1,17Networks_RH_DefaultB_PFCd_1,1.8203848912499996,0.13499184975000023
17Networks_RH_DefaultB_PFCv_1,17Networks_RH_DefaultB_PFCv_1,1.9012277155000001,0.3615122165
17Networks_RH_DefaultC_IPL_1,17Networks_RH_DefaultC_IPL_1,1.7462103117499994,0.31795799500000044
17Networks_RH_DefaultC_Rsp_1,17Networks_RH_DefaultC_Rsp_1,2.346388278,0.4681963539999998
17Networks_RH_DefaultC_PHC_1,17Networks_RH_DefaultC_PHC_1,1.587224128,0.6737317247500001
17Networks_RH_TempPar_1,17Networks_RH_TempPar_1,1.751379346,0.6024910512499999
17Networks_RH_TempPar_2,17Networks_RH_TempPar_2,2.0574747975,0.64562488075
17Networks_RH_TempPar_3,17Networks_RH_TempPar_3,1.9357044342500005,0.6193032764999997
17Networks_RH_TempPar_4,17Networks_RH_TempPar_4,1.7904200337500005,0.5945857367499996
HIP-rh,HIP-rh,1.4820104997499999,0.5607061560000002
AMY-rh,AMY-rh,1.3084608277499998,0.55268768025
pTHA-rh,pTHA-rh,1.740406767,0.7019489287499998
aTHA-rh,aTHA-rh,1.7796383484999998,0.5127601275000004
NAc-rh,NAc-rh,2.1210023954999997,0.6469088672500003
GP-rh,GP-rh,1.6606092392499994,0.5674744780000007
PUT-rh,PUT-rh,2.1526585045,0.8908019119999997
CAU-rh,CAU-rh,2.3192013087499994,-0.07670541599999947
HIP-lh,HIP-lh,1.46339664875,0.562032764
AMY-lh,AMY-lh,1.2907403049999995,0.5213093052500004
pTHA-lh,pTHA-lh,1.829466745,0.71847860975
aTHA-lh,aTHA-lh,1.8842507867500005,0.3183207514999997
NAc-lh,NAc-lh,2.07215130225,0.5598205977499999
GP-lh,GP-lh,1.619504188,0.5624683829999999
PUT-lh,PUT-lh,2.2204318180000002,0.8533705104999996
CAU-lh,CAU-lh,2.2386227965000005,-0.23808072650000023
